ID,name,city,state,zip_code,email,phone
988,Twitternation,Anchorage,Alaska,99599,lbarkesrf@clickbank.net,907-596-5850
989,Camimbo,Midland,Texas,79705,jsimiolirg@feedburner.com,432-911-7228
990,Viva,Irving,Texas,75037,dbillitterirh@hugedomains.com,214-441-9010
991,Jaxworks,Lafayette,Louisiana,70505,mgallerri@g.co,337-169-0621
992,Divape,Louisville,Kentucky,40266,cgarriockrj@dell.com,502-231-0427
993,Leenti,Mobile,Alabama,36616,hcheeneyrk@yahoo.com,251-333-7985
994,Realbridge,Norfolk,Virginia,23551,atroucherrl@bing.com,757-144-6552
995,Realcube,Lexington,Kentucky,40581,bwooderrm@cpanel.net,859-872-6909
996,Zooveo,Saint Paul,Minnesota,55114,ghapperrn@microsoft.com,612-416-8009
997,Fivebridge,Honolulu,Hawaii,96820,bdoxeyro@army.mil,808-486-3237
998,Skiba,Pasadena,California,91186,bselmanrp@shutterfly.com,626-898-7976
999,Mita,San Diego,California,92176,tfallensrq@princeton.edu,619-530-8377
1000,Omba,Warren,Michigan,48092,opreistrr@eepurl.com,586-194-3048
